"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-12-30",16,28642,"A",30181,25950,1060,6606,0,21504,0,17,-45,225,-80,-104,-143,0,-113,1397,173,1154,-482
"2025-12-30",17,30443,"A",31741,27535,1058,6606,1,21504,0,16,-416,761,293,213,-169,0,482,1398,379,1325,-513
"2025-12-30",18,31036,"A",32476,27990,1056,6606,206,21504,0,16,-392,830,335,257,-296,-14,515,1397,408,1339,-514
"2025-12-30",19,32796,"A",34497,29536,983,6606,739,21504,0,16,-816,1432,950,1026,-430,-141,995,1398,938,1417,-514
"2025-12-30",20,32890,"A",34762,29558,909,6606,1306,21504,0,16,-1164,1506,992,1061,-450,-292,1017,1397,973,1423,-514
"2025-12-30",21,32851,"A",34829,29466,887,6606,2271,21504,0,16,-1174,1506,992,1057,-450,-374,1017,1397,997,1423,-538
"2025-12-30",22,32877,"A",34870,29501,864,6606,3156,21504,0,16,-1250,1505,992,1058,-451,-412,1017,1397,997,1423,-514
"2025-12-30",23,32541,"A",34619,29166,859,6606,3260,21504,0,16,-1153,1506,992,1047,-452,-496,1017,1397,998,1423,-514
"2025-12-30",24,32139,"A",34252,28711,853,6606,3793,21504,0,16,-1114,1506,992,1047,-452,-531,1017,1397,999,1413,-514
"2025-12-30",25,32478,"A",34590,29032,850,6606,3953,21504,0,16,-901,1506,992,1047,-451,-531,1017,1397,998,1019,-514
"2025-12-30",26,32942,"A",35054,29564,847,6606,3635,21504,0,16,-651,1506,992,1046,-451,-531,1017,1397,998,991,-514
"2025-12-30",27,33256,"A",35368,29894,856,6606,3407,21504,0,16,-781,1506,992,1046,-451,-531,1017,1397,998,991,-514
"2025-12-30",28,33573,"A",35685,30125,864,6606,2475,21504,0,16,-862,1506,992,1037,-451,-531,1017,1397,998,971,-514
"2025-12-30",29,33102,"A",35214,29630,851,6606,1954,21504,0,16,-583,1506,992,398,-451,-531,950,1397,998,246,-514
"2025-12-30",30,34261,"A",36373,30810,838,6606,1213,21504,0,16,-284,1506,992,361,-451,-531,947,1397,998,198,-514
"2025-12-30",31,35015,"A",37125,31495,868,6606,484,21504,0,14,-77,1507,992,390,-451,-531,686,1397,998,327,-514
"2025-12-30",32,35544,"A",37654,31969,897,6606,53,21504,0,14,79,1507,992,391,-451,-531,676,1397,998,339,-514
"2025-12-30",33,36720,"A",38820,33009,946,6606,34,21504,0,4,264,1507,992,285,-451,-531,699,1397,998,443,-514
"2025-12-30",34,38329,"A",40432,34569,994,6606,0,21504,0,7,119,1506,985,280,-451,-531,700,1397,992,451,-514
"2025-12-30",35,39184,"A",41285,35331,1016,6606,0,21504,0,5,407,1330,739,225,-451,-531,828,1398,776,495,-514
"2025-12-30",36,39390,"A",41494,35563,1037,6606,0,21504,0,8,515,1308,721,224,-451,-531,833,1397,761,501,-514
"2025-12-30",37,39106,"A",41211,35257,1040,6606,0,21504,0,9,694,1046,690,528,-451,-531,698,1397,702,618,-514
"2025-12-30",38,38480,"A",40588,34710,1042,6606,0,21504,0,12,781,1014,689,541,-451,-531,694,1397,701,634,-514
"2025-12-30",39,37769,"A",39876,34091,1101,6606,0,21504,0,11,824,1112,716,679,-451,-531,942,1397,782,928,-514
"2025-12-30",40,36969,"A",39081,33440,1159,6606,0,21504,0,16,725,1123,711,647,-451,-531,951,1397,781,944,-514
"2025-12-30",41,35623,"A",37736,32247,1128,6606,0,21504,0,17,918,852,452,105,-451,-531,595,1397,530,771,-514
"2025-12-30",42,34809,"A",36921,31482,1097,6606,0,21504,0,16,1026,819,439,102,-451,-531,575,1398,515,763,-514
"2025-12-30",43,33402,"A",35859,30211,1079,6606,0,21504,0,15,1226,591,620,-359,-451,-518,26,1397,544,1036,-514
"2025-12-30",44,32121,"A",34505,29056,1060,6606,0,21504,0,9,1544,565,631,-389,-451,-421,2,1398,537,1061,-514
"2025-12-30",45,30899,"A",32980,27917,1038,6606,0,21504,0,8,1943,983,586,124,-451,-508,414,1397,208,1183,-514
"2025-12-30",46,29389,"A",31400,26598,1015,6606,0,21504,0,8,2415,1033,591,140,-451,-439,434,1397,209,1193,-513
"2025-12-30",47,28261,"A",30269,25493,996,6606,0,21504,0,8,2605,1278,872,653,-451,-435,820,1397,945,1252,-514
"2025-12-30",48,27074,"A",29048,24399,977,6606,0,21504,0,8,2846,1307,894,678,-451,-401,836,1398,992,1261,-514
"2025-12-31",1,27175,"A",29243,24526,989,6606,0,21504,0,8,2961,1420,985,874,-451,-495,847,1397,997,1412,-514
"2025-12-31",2,27758,"A",29769,25201,1001,6606,0,21504,0,8,3260,1434,992,881,-451,-438,848,1397,998,1423,-514
"2025-12-31",3,27560,"A",29655,25032,987,6606,0,21504,0,9,3489,1489,992,1039,-451,-521,810,1397,998,1423,-514
"2025-12-31",4,27074,"A",29221,24660,972,6606,0,21504,0,51,3454,1495,985,1046,-451,-531,809,1397,992,1423,-514
"2025-12-31",5,26622,"A",29152,24320,992,6606,0,21504,0,434,3418,1495,739,963,-451,-531,905,1397,771,1423,-514
"2025-12-31",6,26085,"A",28769,23875,1011,6606,0,21504,0,588,3557,1494,721,959,-451,-531,908,1397,757,1424,-514
"2025-12-31",7,25303,"A",28144,23187,1036,6606,0,21504,0,745,3534,1180,675,629,-451,-531,810,1397,757,1425,-514
"2025-12-31",8,24937,"A",27835,22942,1060,6606,0,21504,0,802,3451,1142,666,616,-451,-531,805,1397,748,1421,-514
"2025-12-31",9,24278,"A",27263,22334,1061,6606,0,21504,0,889,3481,878,438,869,-451,-531,500,1397,448,1265,-514
"2025-12-31",10,24016,"A",26991,22073,1061,6606,0,21504,0,879,3557,846,416,783,-451,-531,488,1397,422,1254,-514
"2025-12-31",11,24054,"A",27125,22133,1086,6606,0,21504,0,879,3598,808,201,-96,-451,-531,366,1397,193,1257,-514
"2025-12-31",12,24343,"A",27299,22442,1111,6606,0,21504,0,833,3619,803,182,-104,-435,-470,362,1397,180,1262,-514
"2025-12-31",13,25787,"A",27881,23797,1135,6606,0,21504,0,321,3538,828,38,99,-339,-320,448,1397,271,1411,-514
"2025-12-31",14,26860,"A",29007,24753,1159,6606,0,21504,0,318,3417,832,32,106,-430,-285,451,1398,281,1421,-514
"2025-12-31",15,28221,"A",30536,26014,1260,6606,0,21504,0,318,3816,1142,180,106,-451,-433,503,1397,406,1421,-513
"2025-12-31",16,29012,"A",31423,26743,1360,6606,0,21504,0,316,3825,1182,198,105,-452,-529,505,1397,423,1421,-514
"2025-12-31",17,30713,"A",33078,28335,1443,6606,3,21504,0,315,3921,1284,443,102,-452,-484,751,1397,709,1424,-514
"2025-12-31",18,31964,"A",34379,29448,1525,6606,303,21504,0,322,3960,1296,474,122,-452,-527,760,1397,735,1414,-514
"2025-12-31",19,33141,"A",35555,30469,1557,6606,1401,21504,0,317,4059,1484,959,954,-452,-531,1005,1397,983,1019,-514
"2025-12-31",20,33290,"A",35473,30529,1588,6606,2810,21504,0,86,4183,1506,992,1008,-452,-531,1014,1397,998,990,-514
"2025-12-31",21,33019,"A",35127,30290,1647,6606,3969,21504,0,11,4172,1506,992,1022,-452,-531,1017,1397,997,990,-514
"2025-12-31",22,32799,"A",34934,30006,1705,6606,4882,21504,0,38,4124,1506,991,1023,-452,-531,1016,1397,997,990,-514
"2025-12-31",23,31742,"A",34121,29013,1757,6606,5475,21504,0,282,3999,1484,946,1055,-452,-531,729,1397,964,990,-514
"2025-12-31",24,31614,"A",34030,28899,1808,6606,5833,21504,0,319,4123,1482,941,1056,-452,-531,718,1397,963,989,-514
"2025-12-31",25,31642,"A",34055,28962,1910,6606,5927,21504,0,316,4127,1504,874,1034,-452,-531,959,1397,996,940,-514
"2025-12-31",26,31804,"A",34218,29148,2011,6606,5621,21504,0,317,4042,1507,871,1034,-452,-531,968,1397,993,935,-514
"2025-12-31",27,31766,"A",34179,29194,2102,6606,5084,21504,0,316,0,1507,916,962,-452,-531,737,1397,813,932,-514
"2025-12-31",28,32021,"A",34433,29475,2192,6606,4294,21504,0,315,4026,1506,911,958,-452,-531,728,1398,797,928,-514
"2025-12-31",29,32146,"A",34560,29546,2289,6606,3236,21504,0,317,3972,1215,609,711,-452,-531,493,1398,630,851,-514
"2025-12-31",30,33068,"A",35483,30503,2385,6606,2019,21504,0,318,3893,1177,582,700,-452,-531,484,1397,613,838,-514
"2025-12-31",31,34063,"A",36469,31461,2485,6606,778,21504,0,309,3993,619,366,545,-452,-531,282,1397,412,574,-514
"2025-12-31",32,34978,"A",37384,32289,2584,6606,96,21504,0,309,3830,550,346,539,-452,-531,274,1397,391,554,-514
"2025-12-31",33,36668,"A",39076,33835,2767,6606,84,21504,0,311,3815,321,165,386,-452,-531,118,1397,120,504,-514
"2025-12-31",34,38006,"A",40414,35185,2949,6606,0,21504,0,312,3841,291,153,381,-451,-531,113,1397,99,511,-514
"2025-12-31",35,38265,"A",40716,35342,3053,6606,0,21504,0,312,3651,-42,145,707,-451,-532,217,1397,5,913,-514
"2025-12-31",36,38259,"A",40771,35284,3157,6606,0,21504,0,310,3436,-105,143,721,-452,-531,221,1397,0,948,-514
"2025-12-31",37,37587,"A",40315,34745,3186,6606,0,21504,0,312,3353,-319,62,739,-452,-531,161,1397,54,1194,-514
"2025-12-31",38,36159,"A",38916,33600,3214,6606,0,21504,0,316,3455,-343,55,741,-452,-532,160,1397,56,1211,-514
"2025-12-31",39,34880,"A",37285,32499,3386,6606,0,21504,0,314,3407,382,-1,993,-452,-524,5,1397,27,1208,-514
"2025-12-31",40,33407,"A",35704,31187,3557,6606,0,21504,0,316,3171,488,-1,1004,-452,-414,2,1397,30,1211,-514
"2025-12-31",41,32389,"A",34523,30259,3683,6606,0,21504,0,316,2825,693,141,1043,-452,-263,408,1397,190,1361,-503
"2025-12-31",42,31120,"A",33070,29072,3809,6606,0,21504,0,247,2609,718,142,1045,-452,-138,424,1397,193,1372,-513
"2025-12-31",43,29723,"A",31885,27896,3902,6606,0,21504,0,160,2892,317,-181,917,-439,-213,108,1397,-55,1372,-514
"2025-12-31",44,28633,"A",30690,26868,3994,6606,0,21504,0,159,2633,266,-212,912,-345,-145,96,1397,-82,1375,-514
"2025-12-31",45,27381,"A",30212,25722,4027,6606,0,21504,0,160,2552,27,-488,831,-432,-254,44,1397,-383,1372,-514
"2025-12-31",46,26563,"A",29786,25049,4059,6606,0,21504,0,430,2564,-19,-511,828,-452,-295,38,1368,-402,1370,-514
"2025-12-31",47,25481,"A",30558,23955,4115,6606,0,21504,0,458,2857,-1166,-658,622,-452,-383,-431,994,-415,1421,-514
"2025-12-31",48,24730,"A",30085,23230,4171,6606,0,21504,0,459,2742,-1319,-666,615,-428,-513,-442,928,-414,1416,-514
"2026-01-01",1,25107,"A",29668,23625,4252,6606,0,21504,0,455,2945,-1143,-610,989,-361,-527,209,677,-352,1021,-513
"2026-01-01",2,25881,"A",30361,24341,4332,6606,0,21504,0,455,2909,-1132,-606,1005,-361,-453,243,648,-359,994,-514
"2026-01-01",3,25355,"A",30681,23805,4361,6606,0,21504,0,546,3061,-1433,-594,844,-361,-524,343,667,-754,994,-514
"2026-01-01",4,24762,"A",30225,23226,4390,6606,0,21504,0,629,2980,-1469,-589,837,-361,-531,346,650,-770,990,-514
"2026-01-01",5,24111,"A",29092,22653,4351,6606,0,21504,0,834,3089,-1236,-431,949,-361,-531,146,413,-475,990,-513
"2026-01-01",6,23637,"A",28521,22147,4312,6606,0,21504,0,787,3323,-1208,-423,953,-361,-531,139,359,-460,990,-514
"2026-01-01",7,22745,"A",27909,21334,4306,6606,0,21504,0,1002,3649,-1030,-530,726,-361,-531,82,56,-596,990,-514
"2026-01-01",8,22061,"A",27224,20657,4300,6606,0,21504,0,997,3778,-1007,-540,716,-361,-531,80,7,-613,990,-514
"2026-01-01",9,21715,"A",27508,20229,4274,6606,0,21504,0,983,4063,-1174,-617,655,-361,-531,167,-126,-887,970,-514
"2026-01-01",10,21429,"A",27288,19981,4248,6606,0,21504,0,988,4103,-1195,-624,652,-361,-531,164,-143,-903,968,-514
"2026-01-01",11,21099,"A",27198,19657,4287,6606,0,21504,0,984,4180,-1032,-687,738,-361,-531,-387,-148,-855,985,-514
"2026-01-01",12,21047,"A",27136,19640,4325,6606,0,21504,0,966,4338,-1011,-683,741,-361,-531,-412,-162,-849,986,-514
"2026-01-01",13,21525,"A",27110,20093,4310,6606,0,21504,0,967,4176,-1047,-397,786,-361,-531,-45,-337,-786,976,-514
"2026-01-01",14,21786,"A",27310,20377,4294,6606,0,21504,0,941,4349,-1050,-378,787,-361,-531,-20,-350,-780,975,-513
"2026-01-01",15,22674,"A",27214,21229,4224,6606,0,21504,0,686,4344,-484,-406,799,-421,-531,641,-241,-658,985,-513
"2026-01-01",16,22862,"A",27553,21399,4154,6606,0,21504,0,928,4378,-415,-397,799,-452,-531,676,-221,-633,986,-514
"2026-01-01",17,24036,"A",27423,22496,4073,6606,2,21504,0,951,4390,-125,-30,665,-452,-531,833,-150,-35,986,-513
"2026-01-01",18,24747,"A",28009,23154,3991,6606,225,21504,0,947,4242,-85,1,660,-452,-531,838,-133,14,986,-514
"2026-01-01",19,25425,"A",28493,23709,3975,6606,896,21504,0,952,4078,597,210,599,-452,-531,726,-19,132,989,-514
"2026-01-01",20,25987,"A",29028,24198,3958,6606,1682,21504,0,940,4142,706,232,596,-452,-531,722,-5,148,990,-513
"2026-01-01",21,26752,"A",29799,24864,4013,6606,2287,21504,0,947,4259,970,532,405,-452,-531,739,-4,489,990,-513
"2026-01-01",22,26959,"A",29994,25003,4068,6606,2879,21504,0,927,4323,1002,556,384,-452,-531,741,-12,510,990,-513
"2026-01-01",23,27178,"A",30214,25172,4099,6606,3206,21504,0,832,4486,1003,687,3,-452,-531,1005,-107,515,991,-514
"2026-01-01",24,27697,"A",30767,25570,4130,6606,3252,21504,0,869,4482,1003,703,1,-452,-531,1014,-105,525,994,-513
"2026-01-01",25,28878,"A",31595,26716,4206,6606,3057,21504,0,620,4562,1416,970,306,-452,-531,1016,65,863,992,-514
"2026-01-01",26,29308,"A",32123,27142,4282,6606,2603,21504,0,718,4521,1466,988,342,-452,-531,1016,84,883,991,-514
"2026-01-01",27,29551,"A",32281,27378,4321,6606,2246,21504,0,634,4433,1496,982,834,-452,-531,1016,54,806,991,-513
"2026-01-01",28,29977,"A",32498,27726,4360,6606,1816,21504,0,424,4369,1499,983,852,-452,-531,1016,79,802,992,-514
"2026-01-01",29,30357,"A",32488,28131,4407,6606,1379,21504,0,34,4256,1482,992,317,-452,-531,981,451,834,992,-514
"2026-01-01",30,30466,"A",32586,28309,4453,6606,993,21504,0,23,4216,1480,992,298,-452,-531,980,527,836,991,-514
"2026-01-01",31,31184,"A",33295,28959,4454,6606,512,21504,0,14,3752,1502,992,920,-452,-531,996,901,803,991,-514
"2026-01-01",32,32188,"A",34292,29797,4455,6606,105,21504,0,8,3366,1504,992,953,-452,-531,997,977,806,991,-513
"2026-01-01",33,33178,"A",35279,30580,4415,6606,0,21504,0,5,3159,1504,992,701,-452,-531,986,1350,986,991,-513
"2026-01-01",34,34312,"A",36409,31643,4375,6606,0,21504,0,1,3363,1504,992,692,-452,-531,985,1397,998,990,-513
"2026-01-01",35,35082,"A",37181,32333,4322,6606,0,21504,0,3,3128,1504,992,1009,-452,-531,996,1397,997,991,-513
"2026-01-01",36,34820,"A",36920,32231,4269,6606,0,21504,0,3,3237,1504,992,1021,-452,-531,997,1397,998,991,-514
"2026-01-01",37,34342,"A",36442,31848,4281,6606,0,21504,0,3,3385,1504,992,1051,-452,-531,997,1397,998,991,-514
"2026-01-01",38,33772,"A",35873,31268,4293,6606,0,21504,0,4,3416,1504,991,1052,-452,-531,997,1397,996,991,-514
"2026-01-01",39,33088,"A",35200,30593,4204,6606,0,21504,0,4,3529,1427,960,1051,-452,-531,988,1397,916,991,-525
"2026-01-01",40,32298,"A",34402,29801,4114,6606,0,21504,0,7,3604,1417,951,1051,-452,-531,988,1397,907,991,-514
"2026-01-01",41,31002,"A",33107,28581,4090,6606,0,21504,0,8,3374,1272,722,1048,-452,-531,996,1397,777,991,-514
"2026-01-01",42,30312,"A",32419,27842,4065,6606,0,21504,0,11,3099,1253,699,1048,-452,-531,996,1378,762,991,-513
"2026-01-01",43,29074,"A",31181,26677,3992,6606,0,21504,0,10,3665,853,462,807,-452,-531,687,1141,518,991,-514
"2026-01-01",44,28250,"A",30351,25900,3918,6606,0,21504,0,4,3721,803,444,797,-452,-531,668,1083,498,991,-514
"2026-01-01",45,26740,"A",28849,24560,3841,6606,0,21504,0,12,3892,641,397,730,-452,-531,102,710,345,991,-514
"2026-01-01",46,25441,"A",27804,23426,3763,6606,0,21504,0,266,4132,620,390,729,-452,-531,74,635,334,991,-514
"2026-01-01",47,24509,"A",27429,22504,3770,6606,0,21504,0,823,4206,823,271,793,-452,-531,214,262,291,991,-514
"2026-01-01",48,23967,"A",27298,22031,3776,6606,0,21504,0,1235,4329,851,276,795,-452,-531,219,186,298,986,-513
"2026-01-02",1,24638,"A",27929,22657,3836,6606,0,21504,0,1025,4132,1379,709,790,-429,-531,182,-192,665,814,-514
"2026-01-02",2,25279,"A",28783,23364,3895,6606,0,21504,0,1230,4328,1445,737,789,-361,-531,180,-268,688,800,-514
"2026-01-02",3,24599,"A",28450,22686,3928,6606,0,21504,0,1226,4384,1410,663,440,-361,-500,150,-650,632,767,-514
"2026-01-02",4,24088,"A",27936,22217,3960,6606,0,21504,0,1228,4269,1405,664,426,-361,-426,149,-719,626,768,-514
"2026-01-02",5,23737,"A",27767,21917,3927,6606,0,21504,0,1037,4359,1029,874,721,-361,-524,126,-994,556,908,-514
"2026-01-02",6,23112,"A",27261,21300,3893,6606,0,21504,0,1164,4174,984,875,729,-361,-473,125,-1028,559,913,-523
"2026-01-02",7,22444,"A",26684,20673,3858,6606,0,21504,0,1209,4399,1053,415,282,-361,-526,118,-1030,804,692,-514
"2026-01-02",8,22201,"A",26435,20388,3823,6606,0,21504,0,1209,4236,1062,381,260,-361,-531,118,-1019,816,667,-514
"2026-01-02",9,21842,"A",25748,20085,3798,6606,0,21504,0,1029,4388,873,306,116,-361,-508,-9,-885,667,383,-514
"2026-01-02",10,21718,"A",25581,19991,3772,6606,0,21504,0,1069,4507,850,307,110,-361,-467,-14,-838,649,361,-514
"2026-01-02",11,21838,"A",25433,20147,3721,6606,0,21504,0,927,4354,556,540,-142,-361,-330,-269,-452,348,298,-514
"2026-01-02",12,22527,"A",25784,20807,3669,6606,0,21504,0,636,4361,520,557,-153,-361,-340,-279,-375,329,295,-513
"2026-01-02",13,24117,"A",26322,22279,3600,6606,0,21504,0,15,4075,389,568,183,-361,-226,-489,3,322,372,-514
"2026-01-02",14,25200,"A",27435,23316,3530,6606,0,21504,0,12,3915,377,568,198,-361,-251,-497,80,332,392,-514
"2026-01-02",15,27068,"A",28952,24972,3428,6606,0,21504,0,12,3688,1221,541,149,-338,-130,-302,452,716,945,-502
"2026-01-02",16,28028,"A",30050,26023,3326,6606,0,21504,0,12,3764,1327,551,160,-430,-179,-288,527,746,985,-513
"2026-01-02",17,30119,"A",31943,28035,3283,6606,3,21504,0,12,4035,1444,964,941,-452,-246,280,901,944,985,-514
"2026-01-02",18,31484,"A",33269,29317,3240,6606,284,21504,0,8,4201,1458,992,997,-406,-257,313,977,958,985,-514
"2026-01-02",19,32608,"A",34586,30213,3248,6606,1475,21504,0,8,3880,1500,992,1045,-449,-407,812,1350,995,992,-514
"2026-01-02",20,32481,"A",34579,30010,3255,6606,2964,21504,0,9,3301,1505,992,1047,-452,-523,835,1398,998,992,-514
"2026-01-02",21,32207,"A",34255,29653,3293,6606,4489,21504,0,8,3556,1505,992,1047,-451,-475,844,1397,997,992,-514
"2026-01-02",22,31536,"A",33542,28923,3330,6606,5666,21504,0,9,3664,1505,989,1047,-452,-431,844,1397,996,992,-514
"2026-01-02",23,31535,"A",33319,28797,3266,6606,6487,21504,0,13,4029,1345,883,997,-406,-283,972,1397,939,992,-482
"2026-01-02",24,31552,"A",33301,28683,3202,6606,6866,21504,0,13,3658,1324,877,996,-450,-173,977,1397,934,992,-513
"2026-01-02",25,31434,"A",33214,28469,3176,6606,6890,21504,0,13,3525,1481,905,921,-452,-201,999,1397,910,992,-514
"2026-01-02",26,30998,"A",32783,28091,3150,6606,6710,21504,0,9,3054,1501,908,919,-452,-210,1000,1397,909,992,-514
"2026-01-02",27,31849,"A",33565,28878,3011,6606,6006,21504,0,9,3558,1467,935,1018,-452,-159,797,1397,951,985,-496
"2026-01-02",28,32134,"A",33779,29148,2872,6606,5068,21504,0,10,3837,1464,937,988,-452,-70,790,1397,954,985,-513
"2026-01-02",29,32785,"A",34478,29702,2773,6606,4019,21504,0,12,4165,1475,933,493,-452,-194,857,1397,995,985,-435
"2026-01-02",30,34258,"A",36027,31225,2674,6606,2626,21504,0,16,3995,1476,934,497,-427,-310,859,1397,994,985,-416
"2026-01-02",31,35840,"A",37685,32707,2707,6606,1005,21504,0,15,4305,1503,977,1020,-407,-460,730,1397,860,985,-363
"2026-01-02",32,37053,"A",39118,33989,2739,6606,147,21504,0,8,4283,1506,977,1046,-451,-531,726,1398,852,994,-475
"2026-01-02",33,38278,"A",40285,35140,2731,6606,0,21504,0,5,4270,1506,877,998,-451,-531,634,1397,870,1218,-420
"2026-01-02",34,39928,"A",42014,36680,2722,6606,0,21504,0,0,4322,1506,872,997,-452,-531,631,1397,872,1239,-503
"2026-01-02",35,41154,"A",43251,37783,2762,6606,0,21504,0,0,4176,1505,934,1045,-452,-531,804,1398,874,1412,-514
"2026-01-02",36,41156,"A",43252,37852,2802,6606,0,21504,0,0,4291,1506,938,1046,-451,-531,810,1397,878,1424,-514
"2026-01-02",37,40524,"A",42621,37439,2883,6606,0,21504,0,0,4309,1506,930,1046,-452,-531,705,1398,989,1425,-514
"2026-01-02",38,39659,"A",41755,36664,2963,6606,0,21504,0,0,4222,1506,928,1046,-451,-531,701,1397,996,1425,-514
"2026-01-02",39,38839,"A",40938,35980,2979,6606,0,21504,0,3,4158,1452,859,1046,-451,-531,753,1397,974,1425,-514
"2026-01-02",40,37528,"A",39633,34742,2994,6606,0,21504,0,8,4048,1446,853,1047,-452,-531,750,1398,970,1425,-514
"2026-01-02",41,36462,"A",38565,33788,3021,6606,0,21504,0,7,4074,1337,805,1040,-451,-531,231,1397,879,1424,-514
"2026-01-02",42,35327,"A",37430,32766,3047,6606,0,21504,0,12,3934,1323,789,1045,-452,-525,206,1397,860,1425,-514
"2026-01-02",43,33661,"A",35743,31251,3134,6606,0,21504,0,12,3856,725,338,1047,-452,-413,-91,1398,428,1425,-514
"2026-01-02",44,32533,"A",34369,30245,3221,6606,0,21504,0,10,3673,651,306,1047,-406,-262,-103,1397,399,1424,-455
"2026-01-02",45,30540,"A",32619,28412,3276,6606,0,21504,0,10,3485,633,273,926,-450,-121,-390,1397,370,1397,-508
"2026-01-02",46,29364,"A",31504,27366,3331,6606,0,21504,0,8,3540,631,265,918,-452,-191,-402,1397,366,1384,-487
"2026-01-02",47,27671,"A",29897,25644,3374,6606,0,21504,0,7,3500,445,51,441,-452,-316,-346,1397,327,944,-505
"2026-01-02",48,26765,"A",29146,24778,3417,6606,0,21504,0,7,3570,423,36,418,-452,-466,-342,1397,323,918,-514
"2026-01-03",1,26819,"A",28862,24824,3502,6606,0,21504,0,7,3690,592,0,352,-452,-470,27,1397,271,1099,-514
"2026-01-03",2,27327,"A",29214,25407,3587,6606,0,21504,0,16,3682,614,1,351,-429,-328,42,1385,269,1115,-514
"2026-01-03",3,26780,"A",29224,24982,3642,6606,0,21504,0,592,3750,702,128,705,-362,-376,167,1234,329,1224,-514
"2026-01-03",4,26033,"A",29069,24331,3697,6606,0,21504,0,1208,3824,713,137,719,-361,-354,172,1197,333,1225,-513
"2026-01-03",5,25281,"A",28467,23659,3742,6606,0,21504,0,1246,3939,684,164,659,-362,-464,193,971,331,884,-514
"2026-01-03",6,24861,"A",28087,23319,3787,6606,0,21504,0,1238,4132,680,167,655,-361,-514,194,932,330,855,-513
"2026-01-03",7,24408,"A",27612,22906,3753,6606,0,21504,0,1234,4002,516,220,399,-361,-496,202,790,325,712,-513
"2026-01-03",8,23850,"A",27071,22367,3719,6606,0,21504,0,1233,4062,495,218,389,-361,-513,202,751,323,696,-514
"2026-01-03",9,23469,"A",26605,21998,3630,6606,0,21504,0,1213,4235,341,27,264,-361,-448,122,480,259,549,-514
"2026-01-03",10,23350,"A",26413,21824,3541,6606,0,21504,0,1217,4208,322,18,259,-361,-371,119,417,255,535,-514
"2026-01-03",11,22843,"A",25766,21353,3598,6606,0,21504,0,1213,4483,233,155,105,-361,-220,-15,43,239,414,-514
"2026-01-03",12,22942,"A",25727,21519,3654,6606,0,21504,0,1194,4574,221,167,102,-361,-96,-20,14,239,402,-514
"2026-01-03",13,23925,"A",26272,22384,3694,6606,0,21504,0,858,4488,188,241,131,-372,-2,-1,236,253,272,-514
"2026-01-03",14,24758,"A",26796,23099,3733,6606,0,21504,0,529,4622,185,250,133,-395,0,0,293,256,258,-514
"2026-01-03",15,25980,"A",27426,24216,3755,6606,0,21504,0,74,4321,304,398,301,-258,0,119,665,319,75,-514
"2026-01-03",16,27139,"A",28407,25247,3777,6606,0,21504,0,16,4157,319,406,308,-138,0,124,724,323,65,-514
"2026-01-03",17,28864,"A",30188,26812,3754,6606,5,21504,0,11,3944,441,324,425,-199,0,412,874,335,157,-514
"2026-01-03",18,30070,"A",31526,27842,3730,6606,328,21504,0,9,3859,456,324,431,-333,0,423,915,344,171,-514
"2026-01-03",19,31412,"A",33037,28964,3653,6606,1557,21504,0,9,3627,851,550,816,-444,-58,586,1196,593,389,-514
"2026-01-03",20,31534,"A",33266,28975,3576,6606,3242,21504,0,9,3379,899,566,833,-450,-159,592,1214,610,408,-514
"2026-01-03",21,31461,"A",33153,28766,3502,6606,4669,21504,0,8,3755,839,591,652,-450,-120,704,999,638,505,-514
"2026-01-03",22,31316,"A",33069,28542,3427,6606,5822,21504,0,7,4037,832,592,645,-450,-183,708,965,642,509,-513
"2026-01-03",23,30820,"A",32613,28022,3388,6606,6628,21504,0,7,4071,891,567,762,-450,-222,744,876,695,407,-514
"2026-01-03",24,30465,"A",32295,27740,3349,6606,7006,21504,0,7,4316,898,568,766,-450,-259,746,856,698,399,-514
"2026-01-03",25,30482,"A",32285,27729,3456,6606,6858,21504,0,7,4406,1001,633,647,-450,-233,795,745,677,399,-513
"2026-01-03",26,30531,"A",32377,27941,3562,6606,6677,21504,0,7,4376,1014,637,642,-450,-275,797,723,677,398,-514
"2026-01-03",27,30629,"A",32445,28095,3510,6606,6286,21504,0,7,4349,994,600,422,-450,-246,623,619,730,338,-513
"2026-01-03",28,31101,"A",32960,28464,3457,6606,5431,21504,0,10,4344,991,594,413,-450,-285,617,616,725,329,-514
"2026-01-03",29,31538,"A",33417,28909,3353,6606,4252,21504,0,12,4277,817,458,362,-450,-303,578,745,438,162,-514
"2026-01-03",30,32979,"A",34989,30238,3249,6606,2856,21504,0,12,4119,795,449,360,-450,-434,577,758,421,161,-514
"2026-01-03",31,34509,"A",36561,31626,3139,6606,1150,21504,0,13,4148,754,444,300,-450,-476,417,720,465,577,-513
