"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-12-09",35,37905,"A",39388,34974,5523,6606,0,20993,0,163,3391,1494,992,723,-233,0,665,1119,993,-38,-449
"2025-12-09",36,37888,"A",39295,34916,5464,6606,0,20993,0,164,3189,1504,992,890,-341,0,690,1109,997,21,-302
"2025-12-09",37,37081,"A",38572,34112,5460,6606,0,20993,0,162,2668,1373,992,480,-359,0,428,736,997,720,-370
"2025-12-09",38,36344,"A",37767,33493,5455,6606,0,20993,0,167,3171,1359,992,461,-281,0,424,718,997,774,-375
"2025-12-09",39,36056,"A",37245,33407,5406,6606,0,20993,0,170,3708,1489,992,598,-131,0,970,1092,997,1068,-288
"2025-12-09",40,35149,"A",36192,32674,5356,6606,0,20993,0,167,4297,1503,992,603,-10,0,996,1113,997,1088,-266
"2025-12-09",41,34010,"A",35167,31648,5359,6606,0,20993,0,166,4550,1503,992,622,-12,0,996,789,996,1088,-379
"2025-12-09",42,32819,"A",33859,30576,5362,6606,0,20993,0,170,4748,1503,992,595,0,0,992,720,997,1076,-270
"2025-12-09",43,30548,"A",31440,28516,5405,6606,0,20993,0,174,4849,1505,992,105,0,0,489,346,997,625,-118
"2025-12-09",44,29246,"A",30168,27427,5447,6606,0,20993,0,309,5188,1504,992,46,0,0,454,270,997,577,-13
"2025-12-09",45,27185,"A",29546,25518,5427,6606,0,20993,0,859,5135,1462,990,-525,0,0,-233,-104,997,-30,-10
"2025-12-09",46,25400,"A",28278,23996,5407,6606,0,20993,0,1204,5246,1457,989,-537,0,0,-276,-181,993,-80,68
"2025-12-09",47,23762,"A",28477,22441,5347,6606,0,20993,0,1487,5313,1446,948,-872,0,0,-822,-561,807,-373,85
"2025-12-09",48,22978,"A",27933,21649,5286,6606,0,20993,0,1621,5141,1445,945,-874,0,0,-847,-629,798,-384,111
"2025-12-10",1,23520,"A",28238,22105,5243,6606,0,20993,0,1628,5284,1428,937,-823,0,0,-752,-889,894,-26,171
"2025-12-10",2,23962,"A",28490,22572,5199,6606,0,20993,0,1425,5348,1424,933,-818,56,0,-749,-936,898,7,180
"2025-12-10",3,23730,"A",28093,22382,5198,6606,0,20993,0,1550,5202,1085,787,-411,13,0,-683,-1119,823,326,180
"2025-12-10",4,23176,"A",27606,21902,5196,6606,0,20993,0,1604,5331,1047,779,-394,0,0,-680,-1152,818,344,180
"2025-12-10",5,22661,"A",27754,21343,5151,6606,0,20993,0,1605,5432,1088,875,-839,0,0,-770,-1279,794,177,180
"2025-12-10",6,22315,"A",27424,21024,5106,6606,0,20993,0,1590,5495,1093,882,-853,0,68,-773,-1293,788,159,180
"2025-12-10",7,21588,"A",26870,20464,5065,6606,0,20993,0,1595,5512,1081,899,-808,0,179,-969,-1269,659,-41,180
"2025-12-10",8,21180,"A",26455,20046,5024,6606,0,20993,0,1586,5561,1079,892,-814,0,184,-976,-1235,642,-64,180
"2025-12-10",9,20734,"A",26211,19760,5019,6606,0,20993,0,1569,5715,692,563,-1055,0,185,-1020,-845,351,-388,180
"2025-12-10",10,20811,"A",26211,19840,5014,6606,0,20993,0,1562,5633,646,528,-1055,18,185,-1022,-765,322,-396,180
"2025-12-10",11,21176,"A",25468,20223,5019,6606,0,20993,0,1137,5780,34,51,-1065,122,184,-1022,-381,-87,116,180
"2025-12-10",12,21919,"A",26230,20930,5024,6606,0,20993,0,1184,5684,-30,19,-1064,55,183,-1021,-304,-108,174,180
"2025-12-10",13,24788,"A",28218,23558,5054,6606,0,20993,0,505,5583,-246,34,-1057,51,182,-1022,73,40,1003,180
"2025-12-10",14,27056,"A",30219,25628,5084,6606,0,20993,0,236,5552,-249,49,-1056,64,181,-1022,149,61,1069,149
"2025-12-10",15,30144,"A",32877,28406,5107,6606,0,20993,0,235,5384,849,567,-895,0,131,-1003,521,455,1400,23
"2025-12-10",16,31832,"A",34690,29966,5129,6606,0,20993,0,234,5357,1017,608,-888,-68,37,-1001,597,482,1424,-67
"2025-12-10",17,33077,"A",35430,31050,5124,6606,23,20993,0,233,5191,1176,791,-613,-72,141,-618,972,533,1424,-217
"2025-12-10",18,33231,"A",35681,31217,5119,6606,462,20993,0,235,5064,1193,802,-601,-44,153,-603,1044,533,1424,-367
"2025-12-10",19,33196,"A",35746,31117,5118,6606,1297,20993,0,235,4580,1043,739,-521,-193,153,-505,1358,396,1424,-496
"2025-12-10",20,32564,"A",35190,30428,5117,6606,2545,20993,0,237,4233,1024,728,-547,-226,153,-502,1397,384,1424,-514
"2025-12-10",21,31601,"A",34803,29510,5107,6606,3685,20993,0,235,4369,844,481,-997,-257,153,-600,1397,275,1411,-513
"2025-12-10",22,31254,"A",34509,29164,5096,6606,4309,20993,0,236,4890,822,462,-998,-304,112,-603,1397,264,1407,-514
"2025-12-10",23,30870,"A",34026,28753,5125,6606,4901,20993,0,235,4966,783,366,-947,-217,11,-711,1397,166,1317,-446
"2025-12-10",24,30656,"A",33811,28435,5154,6606,4933,20993,0,239,4568,779,361,-943,-296,0,-715,1397,162,1309,-362
"2025-12-10",25,30285,"A",33695,28008,5147,6606,4827,20993,0,240,4566,883,411,-1036,-320,0,-812,1397,227,1249,-402
"2025-12-10",26,30560,"A",33948,28339,5140,6606,4618,20993,0,236,5143,894,415,-1040,-282,0,-816,1397,233,1244,-414
"2025-12-10",27,31070,"A",34528,28820,5136,6606,4116,20993,0,234,5055,906,434,-1055,-239,0,-954,1397,344,1228,-376
"2025-12-10",28,30826,"A",34304,28558,5131,6606,3471,20993,0,236,4760,907,435,-1053,-241,0,-958,1397,348,1229,-390
"2025-12-10",29,31626,"A",34988,29423,5016,6606,2385,20993,0,231,4842,842,404,-897,-215,0,-1019,1397,251,1342,-400
"2025-12-10",30,32165,"A",35680,29909,4900,6606,1348,20993,0,233,4487,835,413,-886,-361,0,-1020,1397,249,1353,-415
"2025-12-10",31,33294,"A",36195,31013,4776,6606,435,20993,0,235,4384,1056,815,-623,-445,0,-619,1397,408,1309,-379
"2025-12-10",32,34694,"A",37344,32343,4652,6606,23,20993,0,37,4748,1080,844,-598,-437,0,-603,1397,423,1308,-375
"2025-12-10",33,36462,"A",38932,33931,4555,6606,0,20993,0,7,5245,1304,888,-614,-342,0,-591,1397,588,1416,-316
"2025-12-10",34,37522,"A",40101,34939,4457,6606,0,20993,0,6,5144,1327,881,-583,-430,-8,-585,1397,590,1424,-367
"2025-12-10",35,38009,"A",39653,35469,4388,6606,0,20993,0,6,5142,942,526,333,-451,-73,-74,1397,267,1424,-440
"2025-12-10",36,38092,"A",39724,35482,4318,6606,0,20993,0,6,5123,900,500,375,-441,-35,-50,1397,247,1424,-500
"2025-12-10",37,37805,"A",39141,35238,4320,6606,0,20993,0,6,5259,830,432,746,-324,0,198,1397,275,1424,-406
"2025-12-10",38,37542,"A",38722,35038,4322,6606,0,20993,0,5,5232,823,430,759,-203,0,207,1397,278,1424,-372
"2025-12-10",39,36691,"A",37987,34351,4338,6606,0,20993,0,8,5153,1033,527,309,-264,0,136,1397,353,1424,-424
"2025-12-10",40,35729,"A",36791,33474,4353,6606,0,20993,0,7,5231,1056,536,282,-157,0,133,1397,360,1424,-298
"2025-12-10",41,34287,"A",35429,32111,4390,6606,0,20993,0,126,5052,1108,601,2,-140,0,111,1397,446,1424,-276
"2025-12-10",42,33208,"A",34253,31240,4427,6606,0,20993,0,183,5087,1112,597,0,-120,0,109,1397,444,1424,-142
"2025-12-10",43,31531,"A",32727,29712,4458,6606,0,20993,0,6,5171,539,298,-293,-10,0,-257,1397,201,1424,-30
"2025-12-10",44,29995,"A",31211,28220,4489,6606,0,20993,0,7,5054,472,270,-333,68,0,-276,1397,176,1424,67
"2025-12-10",45,28123,"A",30592,26536,4513,6606,0,20993,0,11,4946,-267,33,-655,100,0,-774,1397,-162,1424,187
"2025-12-10",46,27031,"A",29662,25531,4536,6606,0,20993,0,18,4912,-363,13,-669,150,0,-797,1397,-184,1423,200
"2025-12-10",47,25078,"A",28467,23551,4542,6606,0,20993,0,340,4755,-182,-97,-1009,232,66,-1001,1397,-160,1376,200
"2025-12-10",48,24457,"A",28338,23013,4548,6606,0,20993,0,834,4748,-161,-105,-1011,250,191,-1008,1397,-162,1372,200
"2025-12-11",1,24825,"A",28375,23357,4506,6606,0,20993,0,897,4708,-15,-105,-872,250,203,-782,1397,-279,1333,200
"2025-12-11",2,25002,"A",28528,23657,4464,6606,0,20993,0,896,4767,2,-107,-864,231,203,-774,1397,-285,1330,200
"2025-12-11",3,24548,"A",28404,23297,4448,6606,0,20993,0,887,4784,2,-190,-1022,210,203,-911,1397,-246,1330,200
"2025-12-11",4,23842,"A",27954,22633,4431,6606,0,20993,0,1140,4671,3,-191,-1024,210,203,-915,1376,-242,1330,200
"2025-12-11",5,23706,"A",27640,22519,4394,6606,0,20993,0,1201,4764,307,-25,-1008,210,202,-920,1111,-180,1355,200
"2025-12-11",6,23120,"A",27049,21966,4357,6606,0,20993,0,1219,4757,342,-10,-1008,210,203,-921,1063,-171,1358,200
"2025-12-11",7,22885,"A",26504,21748,4342,6606,0,20993,0,1210,5001,329,129,-1061,210,203,-724,869,-24,1398,200
"2025-12-11",8,22163,"A",25773,21131,4326,6606,0,20993,0,1206,4971,324,134,-1062,210,202,-717,851,-25,1401,200
"2025-12-11",9,21619,"A",26239,20638,4299,6606,0,20993,0,1201,5365,-438,-4,-1060,210,203,-928,937,-389,1381,200
"2025-12-11",10,21364,"A",26132,20315,4272,6606,0,20993,0,1179,5038,-544,-28,-1059,210,202,-936,977,-422,1379,200
"2025-12-11",11,21693,"A",27625,20605,4298,6606,0,20993,0,989,4884,-955,-546,-1055,210,203,-1019,1350,-768,1379,200
"2025-12-11",12,22734,"A",28152,21628,4324,6606,0,20993,0,384,4528,-1000,-575,-1056,210,203,-1021,1397,-782,1362,200
"2025-12-11",13,25559,"A",29243,24163,4340,6606,0,20993,0,32,4150,-822,-311,-731,210,202,-673,1397,-515,721,200
"2025-12-11",14,27794,"A",31351,26134,4355,6606,0,20993,0,15,4348,-802,-290,-696,210,203,-659,1397,-495,695,200
"2025-12-11",15,30995,"A",33950,29168,4369,6606,0,20993,0,9,4878,-421,-167,-555,210,203,-810,1397,-393,1376,200
"2025-12-11",16,33034,"A",35941,31197,4382,6606,0,20993,0,13,5384,-376,-154,-573,152,133,-816,1397,-375,1424,194
"2025-12-11",17,33725,"A",36017,31761,4403,6606,27,20993,0,14,5169,96,13,-1028,21,11,-650,1397,23,1423,82
"2025-12-11",18,33564,"A",35944,31666,4424,6606,492,20993,0,11,5239,178,29,-1029,-56,0,-644,1397,55,1424,-40
"2025-12-11",19,34245,"A",36717,32235,4374,6606,1502,20993,0,11,5521,1190,220,-841,-26,0,-849,1397,272,1424,-145
"2025-12-11",20,33754,"A",36561,31766,4324,6606,2469,20993,0,12,5510,1314,235,-834,-145,-65,-857,1397,295,1424,-294
"2025-12-11",21,33138,"A",36683,31164,4248,6606,3125,20993,0,12,5449,718,294,-962,-296,-216,-1015,1397,612,1424,-444
"2025-12-11",22,32649,"A",36553,30610,4172,6606,3525,20993,0,11,5091,650,298,-967,-430,-362,-1020,1397,632,1423,-514
"2025-12-11",23,32759,"A",36512,30681,4252,6606,3493,20993,0,8,4870,507,322,-822,-428,-372,-1020,1397,590,1424,-503
"2025-12-11",24,32597,"A",36503,30465,4331,6606,3450,20993,0,10,4833,492,329,-817,-450,-496,-1019,1397,595,1424,-514
"2025-12-11",25,33181,"A",36976,30989,4216,6606,3333,20993,0,8,5227,877,529,-670,-451,-531,-1021,1397,873,1424,-514
"2025-12-11",26,32743,"A",36538,30572,4100,6606,3354,20993,0,13,4533,920,543,-664,-451,-531,-1022,1397,884,1424,-514
"2025-12-11",27,33339,"A",36810,31111,3985,6606,3026,20993,0,14,4921,1006,577,-437,-451,-531,-924,1397,623,1423,-514
"2025-12-11",28,33376,"A",36831,31080,3870,6606,2366,20993,0,10,4717,1016,582,-429,-451,-531,-920,1397,610,1424,-514
"2025-12-11",29,34032,"A",37659,31734,3792,6606,1570,20993,0,6,4823,936,669,-742,-451,-531,-783,1397,703,1424,-514
"2025-12-11",30,34686,"A",38331,32409,3714,6606,642,20993,0,6,4945,927,677,-766,-450,-531,-778,1397,705,1424,-514
"2025-12-11",31,34635,"A",38808,32284,3715,6606,125,20993,0,12,4869,1023,731,-1053,-450,-531,-1013,1397,562,1424,-514
"2025-12-11",32,35971,"A",40156,33434,3716,6606,4,20993,0,14,5042,1033,740,-1054,-450,-531,-1022,1397,555,1424,-514
"2025-12-11",33,37411,"A",41498,34776,3772,6606,0,20993,0,8,4848,1091,948,-1037,-450,-531,-947,1397,644,1424,-514
"2025-12-11",34,38244,"A",42326,35597,3828,6606,0,20993,0,6,4591,1097,958,-1037,-450,-531,-944,1397,646,1424,-514
"2025-12-11",35,38571,"A",42602,35804,3847,6606,0,20993,0,5,4295,1288,769,-967,-450,-531,-964,1397,521,1424,-514
"2025-12-11",36,38775,"A",42805,35867,3865,6606,0,20993,0,6,4589,1309,755,-964,-450,-531,-965,1397,516,1423,-514
"2025-12-11",37,38413,"A",42163,35497,3816,6606,0,20993,0,6,4433,1223,714,-905,-450,-531,-744,1397,618,1424,-514
"2025-12-11",38,37522,"A",41262,34763,3767,6606,0,20993,0,8,4212,1213,719,-901,-450,-531,-736,1397,635,1414,-514
"2025-12-11",39,37410,"A",40783,34784,3690,6606,0,20993,0,9,3929,1457,975,-734,-451,-531,-534,1397,976,1049,-514
"2025-12-11",40,36557,"A",39932,33986,3612,6606,0,20993,0,13,3485,1483,989,-739,-451,-531,-528,1397,997,1012,-513
"2025-12-11",41,34673,"A",38669,32183,3519,6606,0,20993,0,11,3505,1499,875,-1046,-451,-531,-843,1397,934,611,-514
"2025-12-11",42,33476,"A",37486,31017,3425,6606,0,20993,0,10,3433,1501,863,-1048,-451,-531,-856,1397,919,570,-514
"2025-12-11",43,31849,"A",36023,29393,3353,6606,0,20993,0,6,3304,1290,695,-1056,-451,-531,-1016,1397,541,127,-514
"2025-12-11",44,30831,"A",35009,28467,3280,6606,0,20993,0,5,3171,1265,684,-1055,-451,-531,-1022,1397,515,96,-514
"2025-12-11",45,28687,"A",32610,26571,3229,6606,0,20993,0,9,3098,944,720,-946,-432,-494,-928,1397,427,99,-514
"2025-12-11",46,27601,"A",31211,25538,3177,6606,0,20993,0,12,3041,908,724,-940,-302,-350,-925,1397,431,76,-481
"2025-12-11",47,25377,"A",29949,23279,3110,6606,0,20993,0,16,2585,1331,777,-1053,-292,-342,-1018,1397,789,-750,-501
"2025-12-11",48,24528,"A",29482,22488,3043,6606,0,20993,0,94,2392,1378,783,-1054,-427,-434,-1021,1397,817,-810,-514
"2025-12-12",1,25057,"A",30371,22969,2906,6606,0,20993,0,347,2255,1406,915,-1054,-451,-309,-1022,1397,988,-1017,-514
"2025-12-12",2,25526,"A",30692,23482,2768,6606,0,20993,0,343,2249,1410,925,-1053,-451,-156,-1022,1397,999,-1027,-514
"2025-12-12",3,25393,"A",30292,23300,2639,6606,0,20993,0,346,2138,1499,987,-1030,-451,-69,-992,1397,998,-897,-514
"2025-12-12",4,25076,"A",29808,23043,2510,6606,0,20993,0,343,2268,1510,992,-1029,-367,0,-990,1397,999,-889,-514
"2025-12-12",5,24226,"A",28359,22168,2368,6606,0,20993,0,353,1863,1509,992,-785,-279,0,-700,1398,998,-902,-514
"2025-12-12",6,23664,"A",27788,21804,2226,6606,0,20993,0,349,1935,1509,992,-774,-298,0,-688,1397,998,-901,-514
"2025-12-12",7,23588,"A",27431,21720,2055,6606,0,20993,0,345,1913,1509,992,-679,-248,0,-663,1397,998,-794,-514
"2025-12-12",8,23120,"A",26772,21236,1883,6606,0,20993,0,351,1838,1509,992,-684,-100,0,-662,1397,998,-793,-462
"2025-12-12",9,22881,"A",27123,21003,1754,6606,0,20993,0,351,1670,1510,992,-944,-108,0,-869,1397,998,-1058,-312
"2025-12-12",10,22852,"A",27019,20937,1624,6606,0,20993,0,352,1449,1504,982,-945,-157,0,-876,1397,992,-1077,-160
"2025-12-12",11,23022,"A",26923,21106,1526,6606,0,20993,0,72,1347,795,629,-1070,-25,0,-1017,1397,787,-1091,-26
"2025-12-12",12,23497,"A",27402,21498,1428,6606,0,20993,0,39,916,707,590,-1075,0,0,-1022,1368,756,-1092,-77
"2025-12-12",13,26476,"A",30422,24300,1326,6606,0,20993,0,90,1208,78,79,-1047,-15,0,-1022,994,178,-1092,-80
"2025-12-12",14,28978,"A",33092,26551,1223,6606,0,20993,0,10,1324,15,46,-1033,-144,0,-1022,942,137,-1092,-213
"2025-12-12",15,31525,"A",35055,28769,1173,6606,0,20993,0,6,1227,222,119,-310,-295,0,-850,873,-20,-1092,-357
"2025-12-12",16,33061,"A",36828,30205,1122,6606,0,20993,0,4,1299,248,141,-268,-430,-25,-843,894,-15,-1091,-491
"2025-12-12",17,34659,"A",38369,31567,1147,6606,1,20993,0,4,1467,1017,741,-251,-451,0,-843,1267,516,-1047,-514
"2025-12-12",18,35188,"A",38869,32072,1172,6606,61,20993,0,4,1828,1108,787,-251,-428,0,-843,1319,561,-1041,-514
"2025-12-12",19,35982,"A",39730,32863,1169,6606,254,20993,0,5,1483,1466,979,-301,-451,0,-843,1389,971,-1034,-514
"2025-12-12",20,36011,"A",39746,32800,1166,6606,575,20993,0,5,1270,1509,992,-314,-425,0,-843,1389,998,-1034,-514
"2025-12-12",21,35988,"A",40501,32886,1186,6606,955,20993,0,14,1870,1510,992,-1012,-295,0,-990,1291,998,-1088,-514
"2025-12-12",22,35828,"A",40258,32746,1206,6606,1600,20993,0,9,1874,1510,991,-1053,-166,0,-996,1249,998,-1092,-514
"2025-12-12",23,35529,"A",39806,32414,1234,6606,2053,20993,0,6,2307,1429,968,-1053,-61,0,-1020,875,999,-1092,-445
"2025-12-12",24,35158,"A",39302,32142,1262,6606,2266,20993,0,7,2370,1419,967,-1053,-55,0,-1022,831,999,-1092,-315
"2025-12-12",25,35396,"A",39560,32324,1301,6606,2380,20993,0,7,2205,1456,967,-1054,-40,0,-1022,861,998,-1092,-349
"2025-12-12",26,35280,"A",39507,32038,1339,6606,2353,20993,0,7,2164,1460,966,-1053,-56,0,-1021,854,998,-1092,-398
"2025-12-12",27,35078,"A",39418,31857,1368,6606,2241,20993,0,10,1940,1505,943,-1052,-195,0,-1022,723,998,-1092,-369
"2025-12-12",28,34537,"A",38850,31465,1397,6606,2115,20993,0,10,1977,1509,941,-1053,-261,0,-1021,714,998,-1092,-276
"2025-12-12",29,34472,"A",38530,31494,1467,6606,1686,20993,0,10,2410,1338,916,-1053,-217,0,-694,805,989,-1092,-392
"2025-12-12",30,34560,"A",38774,31633,1537,6606,1153,20993,0,13,2630,1319,917,-1053,-338,-23,-682,826,988,-1092,-413
"2025-12-12",31,34974,"A",39712,32059,1577,6606,368,20993,0,10,2939,1490,987,-1070,-308,-158,-1009,950,998,-1092,-491
"2025-12-12",32,35834,"A",40849,32876,1617,6606,23,20993,0,9,2801,1509,992,-1070,-414,-307,-1009,989,998,-1092,-514
"2025-12-12",33,37530,"A",41842,34488,1728,6606,43,20993,0,3,2860,1508,992,-1070,-371,-375,-287,1282,997,-1092,-514
"2025-12-12",34,38239,"A",42684,35251,1838,6606,0,20993,0,1,3015,1506,985,-1071,-443,-506,-247,1324,986,-1092,-485
"2025-12-12",35,38486,"A",42871,35532,1879,6606,0,20993,0,0,3349,1058,757,-715,-451,-531,-483,1389,596,-1092,-513
"2025-12-12",36,38272,"A",42575,35390,1920,6606,0,20993,0,0,3439,1004,731,-623,-451,-531,-492,1397,567,-1092,-514
"2025-12-12",37,37758,"A",41195,34977,1894,6606,0,20993,0,0,3550,662,364,201,-451,-531,-271,1397,484,-1070,-514
"2025-12-12",38,37067,"A",40489,34370,1868,6606,0,20993,0,1,3584,622,344,229,-452,-531,-258,1397,476,-1066,-514
"2025-12-12",39,36362,"A",39439,33724,1887,6606,0,20993,0,14,3357,827,498,864,-451,-531,258,1397,414,-980,-501
"2025-12-12",40,35321,"A",38329,32748,1906,6606,0,20993,0,14,3370,852,514,895,-451,-500,282,1397,418,-976,-467
"2025-12-12",41,34462,"A",37468,32056,1925,6606,0,20993,0,14,3442,1289,700,413,-427,-388,78,1397,708,-1083,-494
"2025-12-12",42,33379,"A",36130,31068,1943,6606,0,20993,0,14,3740,1336,704,384,-306,-235,65,1397,716,-1090,-506
"2025-12-12",43,31479,"A",34560,29332,1985,6606,0,20993,0,6,3850,990,405,105,-328,-83,-452,1398,338,-1090,-522
"2025-12-12",44,30482,"A",33374,28470,2027,6606,0,20993,0,5,4109,948,383,102,-209,0,-474,1397,311,-1090,-514
"2025-12-12",45,29335,"A",31892,27414,2085,6606,0,20993,0,8,3941,832,345,199,-226,0,-139,1397,196,-1070,-514
"2025-12-12",46,27646,"A",30075,25888,2142,6606,0,20993,0,10,4197,821,356,203,-120,0,-126,1397,198,-1059,-514
"2025-12-12",47,26519,"A",28754,24832,2139,6606,0,20993,0,18,4156,1226,847,2,-126,-63,-202,1397,527,-712,-514
"2025-12-12",48,25083,"A",27543,23540,2135,6606,0,20993,0,16,4139,1272,884,0,-278,-165,-205,1397,560,-682,-514
"2025-12-13",1,25234,"A",27463,23688,2155,6606,0,20993,0,16,4077,1485,985,97,-398,-46,-204,1397,971,-462,-503
"2025-12-13",2,26016,"A",28030,24564,2174,6606,0,20993,0,16,4275,1508,992,102,-329,0,-204,1397,997,-443,-422
"2025-12-13",3,25513,"A",27436,24104,2176,6606,0,20993,0,16,4132,1508,992,2,-426,-27,-55,1397,997,-296,-503
"2025-12-13",4,24560,"A",26442,23263,2177,6606,0,20993,0,20,4239,1508,992,0,-410,0,-49,1397,997,-292,-511
"2025-12-13",5,24106,"A",26134,22804,2190,6606,0,20993,0,18,4259,1507,992,-187,-269,0,223,1397,997,-543,-411
"2025-12-13",6,23520,"A",25461,22291,2203,6606,0,20993,0,107,4584,1507,992,-202,-211,0,231,1397,998,-562,-259
"2025-12-13",7,23013,"A",25801,21892,2263,6606,0,20993,0,808,4758,1508,992,-358,-95,0,-178,1398,997,-642,-107
"2025-12-13",8,22264,"A",25450,21222,2323,6606,0,20993,0,1340,4583,1509,992,-359,-40,0,-195,1397,997,-648,-4
"2025-12-13",9,21932,"A",25472,20878,2337,6606,0,20993,0,1395,4599,1509,992,-548,0,0,-343,1397,983,-654,0
"2025-12-13",10,21851,"A",25412,20743,2351,6606,0,20993,0,1401,4462,1509,992,-556,0,0,-349,1397,974,-655,0
"2025-12-13",11,21530,"A",25499,20434,2432,6606,0,20993,0,1410,4591,1467,977,-745,0,0,-579,1397,709,-635,0
"2025-12-13",12,21793,"A",25676,20728,2513,6606,0,20993,0,1315,4499,1462,976,-747,0,0,-588,1397,700,-633,24
"2025-12-13",13,22846,"A",26600,21834,2558,6606,0,20993,0,924,4582,1439,973,-956,64,47,-635,1397,932,-639,157
"2025-12-13",14,23814,"A",27305,22798,2603,6606,0,20993,0,657,4575,1438,971,-964,54,3,-636,1397,942,-634,177
"2025-12-13",15,24899,"A",28027,23824,2683,6606,0,20993,0,538,4427,1501,918,-1021,135,0,-555,1397,779,-414,200
"2025-12-13",16,25595,"A",28703,24428,2762,6606,0,20993,0,542,4473,1507,916,-1020,174,0,-551,1397,774,-395,200
"2025-12-13",17,27580,"A",29866,26385,2903,6606,27,20993,0,533,4702,1509,987,-581,225,0,-324,1397,984,-248,200
"2025-12-13",18,28389,"A",30636,27081,3043,6606,599,20993,0,537,4747,1509,992,-561,156,0,-315,1397,997,-234,200
"2025-12-13",19,29095,"A",31099,27653,3111,6606,1927,20993,0,542,4550,1509,992,-469,23,0,-289,1397,998,-104,200
"2025-12-13",20,29078,"A",31079,27484,3178,6606,3227,20993,0,546,4595,1509,992,-469,0,0,-290,1397,997,-96,200
"2025-12-13",21,28551,"A",31461,26896,3266,6606,4307,20993,0,538,4748,1509,992,-916,0,0,-695,1397,997,-161,200
"2025-12-13",22,28343,"A",31322,26615,3354,6606,5176,20993,0,546,4824,1509,992,-943,0,0,-713,1397,998,-177,200
"2025-12-13",23,27946,"A",31729,26275,3442,6606,5473,20993,0,540,4969,1510,992,-1063,48,0,-1010,1397,998,-570,200
"2025-12-13",24,27477,"A",31306,25817,3529,6606,5804,20993,0,542,4822,1510,992,-1066,75,0,-1022,1397,998,-599,200
"2025-12-13",25,27183,"A",31090,25604,3659,6606,5693,20993,0,495,4967,1510,992,-1070,2,0,-1022,1397,998,-720,200
"2025-12-13",26,27224,"A",31027,25591,3788,6606,5207,20993,0,381,4923,1510,992,-1071,0,0,-1022,1397,998,-729,200
"2025-12-13",27,27305,"A",31092,25703,3907,6606,4419,20993,0,381,4979,1510,992,-1015,0,0,-1022,1397,998,-769,200
"2025-12-13",28,27388,"A",31184,25670,4026,6606,3594,20993,0,383,4916,1510,992,-1013,43,0,-1022,1397,998,-778,174
"2025-12-13",29,28112,"A",32199,26423,4113,6606,2427,20993,0,381,5044,1509,992,-1070,110,0,-1022,1397,998,-1014,200
"2025-12-13",30,28767,"A",32882,27142,4199,6606,1339,20993,0,389,4818,1510,992,-1071,14,0,-1022,1397,998,-1033,200
"2025-12-13",31,29898,"A",33922,28235,4293,6606,425,20993,0,248,4784,1510,992,-1070,105,0,-1022,1397,998,-1084,200
"2025-12-13",32,31148,"A",35159,29442,4387,6606,25,20993,0,229,4853,1510,992,-1071,85,0,-1022,1397,998,-1089,200
"2025-12-13",33,32533,"A",36367,30749,4468,6606,0,20993,0,230,4912,1510,992,-1059,138,0,-973,1397,999,-972,200
"2025-12-13",34,33836,"A",37544,31980,4549,6606,0,20993,0,127,5383,1510,990,-1058,31,0,-970,1397,994,-953,200
"2025-12-13",35,34587,"A",37257,32582,4627,6606,17,20993,0,86,5459,1508,928,-853,0,0,-579,1397,813,-552,200
"2025-12-13",36,34342,"A",36863,32404,4705,6606,0,20993,0,5,5432,1506,906,-836,0,0,-563,1397,787,-517,200
"2025-12-13",37,33773,"A",35742,31881,4767,6606,0,20993,0,5,5395,910,260,-570,0,0,-544,1397,270,-250,200
"2025-12-13",38,33085,"A",34989,31291,4828,6606,0,20993,0,7,5217,840,213,-538,0,0,-543,1397,235,-216,200
"2025-12-13",39,32302,"A",33985,30555,4880,6606,0,20993,0,8,5120,501,101,-591,0,0,-484,1397,154,294,200
"2025-12-13",40,31381,"A",33060,29760,4931,6606,0,20993,0,8,5206,461,91,-585,0,0,-486,1397,153,346,200
"2025-12-13",41,30432,"A",32419,28835,4991,6606,0,20993,0,8,5199,190,1,-412,18,0,-967,1397,281,952,200
"2025-12-13",42,29670,"A",31692,28115,5051,6606,0,20993,0,8,5224,160,-20,-405,146,0,-989,1397,285,1004,200
"2025-12-13",43,28447,"A",31094,27032,5089,6606,0,20993,0,8,5087,316,-541,-607,200,0,-891,1397,88,1369,200
"2025-12-13",44,27270,"A",29959,25938,5127,6606,0,20993,0,8,5058,332,-585,-608,200,0,-888,1397,69,1393,200
"2025-12-13",45,25876,"A",28994,24675,5151,6606,0,20993,0,8,5051,-10,-862,-484,191,0,-969,1397,-185,1374,200
"2025-12-13",46,24572,"A",27794,23529,5175,6606,0,20993,0,14,4898,-49,-884,-512,198,0,-972,1397,-191,1370,200
